x1,x2
0.6559,-0.4861
2.0179,-0.7312
-1.4414,0.2291
0.4187,1.3356
-0.4273,-2.0834
1.0900,-2.1219
0.4987,0.1494
-0.9346,0.0503
0.5379,0.7114
0.5875,0.5495
0.5640,1.0207
0.0100,1.3792
0.5288,0.3265
-0.2745,-0.1751
0.0558,0.1697
1.5689,-1.2925
-0.5498,-0.9260
-1.6035,0.5748
0.5895,-0.2639
-0.6934,-0.5636
-0.0293,0.2199
1.2552,-0.7880
0.9446,-0.4507
-1.3468,0.6032
-0.1631,-1.8122
-0.6333,0.9334
1.1120,0.4430
-1.5626,1.2932
-0.1813,0.1376
0.0965,1.2667
1.0543,-0.0020
0.1300,0.0364
-2.0096,-0.1351
1.0237,-0.0756
1.3613,0.6378
-0.1754,-0.5741
2.4731,0.4979
-1.6269,0.8794
-1.0870,-0.9987
0.2386,0.5152
0.9504,-0.6341
0.0484,-0.4962
-0.9571,1.6330
-0.0261,-0.3546
1.8225,-1.6716
1.8110,-0.7689
-1.9567,3.2024
1.7474,-3.3070
-0.7697,-0.6546
1.2575,-2.5128
-0.2026,0.5341
0.7521,-0.2987
0.9591,0.1884
-1.8612,0.2650
0.5941,-0.0378
-0.0934,0.4410
0.3773,2.1936
0.0245,-0.0607
1.3457,0.6776
1.3397,0.4498
0.9124,0.9710
0.5482,0.6262
0.2484,-0.6397
0.5209,0.3583
0.6568,-0.8687
1.5797,-0.1676
0.2098,0.6758
0.3294,-0.5207
-0.1309,1.1717
-0.9520,0.1339
-1.3420,1.1675
-0.0341,1.2358
-0.2539,0.5806
-0.5427,-0.4227
-0.7456,0.6255
1.3410,0.0924
0.5558,0.0080
-0.1734,-0.3107
-0.4832,0.2751
0.8109,-0.1247
-0.9392,0.7557
0.7040,-0.7482
-0.5513,-0.2087
-0.6164,-1.5508
-1.8790,0.0108
0.7156,1.7153
0.5110,0.4444
-0.0240,3.0959
1.0524,-0.6004
0.0776,0.6660
-0.6677,0.4903
1.0705,0.7143
-0.4688,-2.0689
-0.7507,0.9020
-2.3742,-2.2051
-0.0785,-0.1299
-0.2752,-0.4856
-0.5171,-0.2625
0.8507,-0.2797
-0.4611,-0.8747
-1.6652,-1.1291
-0.6689,0.2054
-0.6493,-1.3195
0.1951,-2.2275
1.2790,0.8737
0.6780,0.5054
1.0841,1.7404
0.7962,0.5104
0.9022,-0.1247
-0.2393,-0.3771
-0.7425,-0.7613
0.0162,-0.9842
0.0675,0.4460
2.1560,0.3753
-0.6161,-0.2720
0.1395,1.6284
-1.4860,0.1957
-1.2282,0.9206
0.7614,-1.4692
-2.2771,1.2172
-0.4236,0.7608
0.2617,1.4013
-0.9968,0.3025
0.8159,0.1536
-1.1291,-0.7920
0.9273,0.6745
2.0490,0.9367
1.1780,0.2737
-0.4980,0.0950
-0.3403,-1.2821
0.3241,-0.8372
-0.8007,0.4131
-0.1543,1.0360
-0.5268,-0.0087
-0.7480,-1.1590
-0.1109,-1.9641
0.2465,-0.4630
-0.7039,0.8252
-0.0670,0.5292
0.7652,-1.0882
-0.3986,-1.7364
0.3242,-0.4372
-0.3627,-0.6143
-1.2723,-1.1873
0.2395,1.8575
-0.0140,-0.6326
-0.4203,1.2973
-0.4095,-0.5371
-0.7075,0.2942
-1.4764,-1.2640
-0.5772,0.5546
0.1623,2.1109
1.4709,2.0960
2.0494,-0.7809
-0.1597,-0.1863
-0.4389,-0.7302
0.5315,-0.4793
0.1280,-0.8060
-1.0658,0.8496
-1.0725,0.0082
0.4373,2.0454
-0.7387,-1.1650
-2.0093,-2.0670
-1.6996,-0.4959
-0.9765,0.2496
0.9313,0.3377
-2.1631,0.4802
-0.9348,0.6000
2.3241,-1.3287
-0.9596,-1.7552
-0.4472,0.9925
-0.5261,1.4301
0.6854,0.2933
-0.1914,1.2648
0.3859,0.5630
-0.6885,0.7808
0.4473,0.6997
0.1414,1.1359
0.1354,-0.0311
-0.2313,0.8741
-0.1255,1.4633
0.0651,1.0658
-0.7715,0.9408
-0.2187,0.5185
-1.7685,-0.5878
0.4974,-0.3997
0.6879,0.9091
0.8101,-0.0815
2.2297,0.7226
-0.9662,0.3294
-0.1903,-1.7170
2.0434,-1.2706
-0.6891,-0.3949
-1.7287,1.1691
0.6109,-0.7410
0.1753,0.2162
1.6002,-0.6160
