x1,x2
-1.0910,-1.4717
0.4513,-0.6362
1.0336,2.0741
0.2463,0.7100
-0.1563,-0.8198
-2.6245,-0.3613
-0.1200,-0.4136
0.1015,0.2927
0.5671,0.0808
-0.0913,-1.0333
-0.5393,0.9435
-0.9583,-0.9865
0.0890,-0.1465
-0.3133,0.0238
0.8668,1.2337
-0.3806,-1.0249
0.8931,0.2416
2.4192,2.7174
-0.1330,-1.2145
-1.4995,0.3264
1.4532,0.1967
-1.1404,-1.1676
0.6769,0.8004
0.9474,1.2752
-0.5542,0.5666
0.3102,-0.3649
-1.1797,-0.1736
0.6860,1.4863
1.1101,1.2382
0.4490,-0.4682
-1.7983,-1.5065
-0.0147,0.8238
1.8311,0.1845
-0.1026,0.1767
-1.0572,-1.9206
-0.1034,-0.5686
1.2734,0.4391
1.0790,-0.1824
-0.1989,0.0877
0.5277,0.1305
0.6497,1.8873
-2.2092,-1.3128
-0.1337,1.2873
1.9144,1.2268
0.8576,0.4868
-0.4447,1.4234
0.9965,1.4378
0.2737,-0.7336
0.9338,0.7095
0.9467,1.4776
0.6242,0.8526
1.4106,1.7313
-1.6106,-1.1485
1.2988,0.7443
-1.1653,-2.0021
-0.2243,-0.0301
-1.6542,-0.3120
1.2276,1.3739
0.6611,0.7421
-1.9077,-1.2274
0.3956,0.1460
0.8061,-0.4182
0.3286,1.5545
0.5574,0.6363
0.9334,2.1388
1.7360,1.5478
1.2413,0.6993
0.7276,0.4963
-3.0895,-2.5691
0.7279,1.6907
-1.8053,-0.4821
-0.1516,1.3030
-1.2245,-0.7876
-1.8213,-0.6501
-0.4615,1.7781
0.1072,1.3200
0.1216,0.0081
-1.4334,-1.6231
-0.4986,-0.6124
0.5555,-0.2397
0.2017,1.2820
-1.7234,-0.5896
-0.5882,-0.2866
0.1336,0.2501
-2.2886,-0.6170
0.6396,1.0369
0.5931,0.8461
-1.6627,-1.8179
-0.5497,-0.1631
1.1677,1.1687
0.1448,-0.7579
-0.7994,-0.8597
0.0568,1.0541
1.0735,1.9605
-0.0603,0.6865
0.3876,-0.1822
1.3901,1.3678
2.1649,2.8276
-0.9511,-1.4432
0.7603,0.0374
-0.7929,-1.1780
-0.3635,-0.4017
0.4160,0.2339
0.5963,0.4074
-0.0332,0.0905
2.1381,2.9917
0.1808,0.9345
1.3886,0.3340
0.3966,0.1664
-0.9305,0.7443
1.0904,1.4992
0.7010,0.2411
-1.1768,-0.4128
-1.0280,-1.1391
-0.8263,0.0714
0.1992,-1.2854
-0.0090,-1.1733
-0.2149,0.7365
0.0352,1.2140
-0.3365,1.4054
-0.8057,-0.2736
0.2620,-0.7052
0.1562,-0.0546
-0.2514,0.0677
-1.0320,-0.0579
0.8280,-0.0216
-0.0866,-0.4636
0.3240,0.4505
-0.0448,-0.9595
-0.3876,0.5528
0.1299,1.4902
1.1078,0.8832
-0.1028,0.5721
1.0028,0.0729
-1.1396,-0.4143
1.3704,1.3313
-2.5803,-1.9705
-1.4454,-0.3982
-0.6296,-0.6139
-0.1145,0.8336
1.7593,1.9870
-0.1659,-1.3587
-0.7528,-0.1094
0.6215,-0.6865
1.3816,0.8085
-0.5046,0.1922
1.4722,-0.2491
-0.7995,1.0366
-0.2136,-0.6034
-0.0381,0.0012
-0.3308,-1.4279
-0.0404,0.9290
0.2771,-0.1630
-0.3571,0.3933
-1.0157,-2.1094
-1.2862,0.0798
-1.3861,-0.6789
-0.5358,-0.7211
-0.8098,-0.2950
0.0013,2.3490
2.0219,1.2149
0.6853,-0.6896
-1.2226,-0.7932
-0.1742,-0.1410
0.7286,0.9383
0.4812,-0.1926
0.3055,-0.8619
1.8612,0.3108
-0.1726,-0.4033
-1.5083,-1.5954
-0.1624,-2.3073
-0.6815,-0.4333
0.3567,-0.8093
1.4202,0.9536
-0.4853,0.3673
0.0922,0.0998
0.3015,0.5724
-2.2246,-0.6487
2.5442,1.8672
1.3453,0.8404
0.1390,-0.1914
-2.6709,-0.7892
-0.2756,0.9133
-0.2145,0.1858
0.9088,-0.4160
0.1461,-0.0477
1.0916,1.2499
-0.4130,-0.0100
-0.9281,-0.9432
2.5798,1.8711
0.9869,1.0004
-1.6003,0.1969
-1.0867,-0.0948
-0.9637,-0.8002
0.6340,1.8066
0.8628,-0.0737
0.1948,0.7221
-0.5802,0.1705
1.1425,1.4552
0.4860,-0.1540
-1.8015,-0.5675
0.3927,0.0791
-1.6288,-2.2828
0.3502,-0.8263
1.3253,1.1966
-0.2391,-0.7665
-1.1192,0.1352
-1.5300,-1.7175
0.4023,-0.7085
-0.7365,0.4471
0.1219,1.6496
-0.8279,-1.5695
0.4395,0.6650
2.1437,1.6200
0.6129,-0.4310
1.0977,-0.6771
-0.2379,-0.1431
-0.3286,0.1213
0.7592,1.0405
0.4195,0.0551
0.9335,-0.2031
-0.9771,-0.9927
0.3115,1.7765
-0.1932,0.8261
0.2501,-0.3617
-1.9444,-2.4704
0.5265,0.4618
0.8325,-0.4883
0.1228,0.2528
-0.2383,0.4800
2.1495,2.1029
-0.7675,0.6269
-0.9859,1.0966
-0.0125,-0.7296
-0.0375,-0.1954
0.2150,0.1690
-1.6337,-0.9221
0.0615,-0.3674
0.0064,0.7020
0.3083,0.1639
1.2962,0.0402
1.1868,0.7525
