x1,x2
-0.4658,-0.1355
0.9294,0.6556
0.3600,0.2217
-0.3795,-0.6166
-1.2420,1.3826
3.4669,-2.8234
1.2385,-0.3222
-0.8058,-0.2322
1.9132,-0.6799
0.5370,0.0288
0.1860,0.8804
-0.4292,0.6876
2.2872,-0.7972
-2.0181,0.4843
-0.3021,0.5793
-0.2036,0.2073
-1.7494,-0.1538
-0.1316,-1.0782
0.3844,0.1559
-0.0743,-0.7783
-0.3368,0.2877
0.6373,-0.4111
-0.9719,0.5801
0.2242,0.1211
-3.2384,2.0913
-0.5994,0.1180
0.2339,-0.1616
0.8872,-0.8340
1.6774,-2.3558
0.1998,1.1148
-1.2776,-0.4443
0.1035,-0.3900
0.5220,-1.3333
0.1763,0.5916
1.0264,-1.6162
1.0620,-1.8723
0.3680,-0.4736
-1.1847,-0.1223
0.4212,-1.4201
-0.2241,1.8519
0.0656,1.0496
0.9767,-0.4065
0.2268,0.1807
-0.1901,-0.4581
-0.4137,0.7470
-2.0384,2.5384
-0.4655,0.4820
-1.3310,1.5974
0.1907,-1.5425
-0.1641,1.0497
-0.0889,-0.0839
1.6931,-0.7483
-0.3907,0.4457
-1.0200,0.3346
-1.5443,0.9283
-1.2720,0.2242
2.4127,0.0520
-0.0639,0.4132
-0.9540,0.7549
-0.5978,-0.0611
0.3744,-0.9451
0.3824,-1.4787
0.7503,1.3953
-0.8175,0.2109
0.0426,-0.4646
0.6923,-0.7378
0.6073,-0.2385
-0.6412,0.4209
-0.2784,-0.3015
0.2683,0.3063
0.7043,0.1203
-0.1021,0.7098
-1.3901,-1.7824
-0.8371,-0.4190
-0.1603,-0.2716
-1.0230,-0.2397
-1.9025,0.6303
0.0278,-0.7704
-0.2766,1.5343
-0.6003,0.1140
-1.6996,3.8520
0.7232,-0.3628
-1.3487,1.5224
0.0595,0.7502
1.0854,-1.6722
-1.0483,1.9592
1.1200,-0.1204
0.2457,0.2414
0.3052,1.4406
0.7476,-0.9231
-1.8272,1.2836
-0.9962,2.5515
0.8343,-1.1150
1.3479,-2.0088
0.9626,-0.9881
-2.3220,1.4367
0.4376,-0.5915
-0.2110,0.6249
-1.0438,1.0649
-0.8061,1.4489
2.1449,-1.4498
0.0719,-0.0858
1.1289,-1.2561
1.1476,-0.6426
1.4623,-0.0061
0.7481,-1.0280
2.9622,-3.0778
-1.2046,0.7546
1.4656,-1.1368
0.5256,-0.8613
-1.5409,0.6094
0.2717,0.2006
-0.7643,1.4113
0.9117,-0.2153
0.0716,-0.7703
-0.7852,1.5348
0.5095,-0.9977
-0.4634,0.1780
2.2037,0.8591
0.7750,0.6399
0.5770,-0.0228
0.8896,-1.0980
1.1174,-0.8810
0.6838,-0.2596
-1.4427,0.8695
-1.6394,1.7743
0.1503,0.6184
0.0411,0.2998
0.1925,-0.5340
-0.3314,-0.3547
1.3894,1.1926
1.3705,-1.5480
0.1811,1.2225
-1.7641,0.9691
1.7822,-1.6848
-1.0304,-0.6492
-0.9526,1.5344
1.5899,-1.7509
0.5759,0.9054
-1.9401,1.6100
-0.4775,-0.2385
-0.6918,1.2720
0.0613,0.1221
-1.5113,1.0566
-1.3312,1.2271
-1.7475,1.0377
0.8419,-1.8875
0.8149,-1.0191
1.2643,-0.8191
-1.1033,-0.5400
0.3093,0.1750
-0.7277,-0.4388
-0.5451,0.2886
0.4180,-0.6760
-0.8019,1.0872
-0.1074,0.4381
-1.9171,1.0620
0.9714,-1.5898
1.1475,0.4963
0.7310,-2.9560
-1.2469,0.3136
-0.3827,2.3208
1.2498,-0.0872
-0.7081,1.4258
-0.4946,1.3576
0.9144,-0.3051
1.2946,-0.7863
0.9872,-1.1728
0.9891,-0.6580
0.6968,0.4762
-0.5986,0.7673
-1.0148,1.0155
-0.5674,-0.3798
-0.7710,-0.0670
-1.2413,1.1288
-0.9455,1.6180
-1.0008,0.3702
0.0445,0.3314
0.0880,0.1033
1.2436,-0.1945
0.8287,-0.6693
1.0423,-0.5412
-0.1666,0.3484
-0.8814,1.8647
0.8114,-0.1513
-1.0622,0.0662
1.0911,-1.0235
-1.5363,0.0047
1.7293,0.1772
-0.8864,0.4983
-1.1865,-0.5530
0.0154,-0.8734
-0.4309,1.5460
-1.4922,-0.3333
0.2911,-0.7420
-0.9350,0.4737
0.4131,-1.2089
-0.9919,1.0128
0.1205,-0.3179
0.6899,-2.0296
0.0333,0.5814
0.3449,-1.4688
-0.5631,-0.0926
-0.3698,0.8566
2.0242,-0.9904
-0.7906,-0.6317
-0.6700,1.0607
0.5228,0.0588
0.5255,0.0864
-0.2080,-1.6160
-1.8290,0.1401
-0.0694,0.9292
0.6731,-0.9069
0.2848,-0.1334
1.6860,-3.2264
-0.7993,-0.1121
1.1676,-0.0983
0.7799,-0.9167
-0.8999,-0.0953
2.4757,-2.8641
0.0965,-0.0651
0.7817,-0.7457
-0.1409,1.7826
-1.0370,-0.0045
-0.3941,0.4273
-1.1058,-0.0174
-0.0249,-0.1104
-2.0322,1.4390
0.8034,0.3037
1.7107,-0.6056
-0.2770,0.1764
-0.6391,-0.5076
0.0033,-1.6183
-1.0075,0.3128
0.2567,0.5500
-1.0597,-1.4490
0.3715,-0.1280
