x1,x2
-5.7335,-2.9984
-2.5419,-1.0190
-3.2867,-0.3744
1.8715,2.0018
-2.1084,-0.5463
-1.1437,0.3954
-4.3146,-0.2143
0.6542,0.5547
1.7439,2.7475
2.4812,0.5144
1.0901,1.2177
-1.0040,-1.4117
-1.0021,1.2056
-0.1357,-3.5301
0.7247,0.4851
2.6409,0.9166
3.4362,2.5816
-1.3631,-1.7258
0.7618,1.3766
1.6291,0.3001
-0.4574,0.7598
1.0086,1.3856
-2.9181,-1.1541
0.0994,0.5362
0.6565,0.6821
-0.5680,-1.0319
-0.8067,-5.0131
-2.0305,-0.9222
0.7038,1.7417
-1.9172,0.9945
-0.3852,0.9420
0.7460,2.1231
1.8658,-1.3394
-1.8475,-2.3906
-2.4035,-4.2140
-1.5807,-0.8785
-2.4879,-4.7765
1.2163,-0.1649
1.5982,2.0738
1.7704,1.2009
0.2154,0.2582
1.7362,0.7560
1.9873,-0.6350
-0.2472,-0.4862
0.8279,-0.1260
4.0732,1.3755
3.1650,2.4111
1.6842,-2.4234
2.4161,0.2933
-1.9610,-0.6338
-0.5047,1.1326
-2.1101,-4.5499
1.3787,0.8869
1.4095,-2.3493
0.1885,-0.7030
-3.8569,-4.3032
-1.6736,2.4725
-0.6601,-2.9255
1.5173,0.6807
0.1461,0.0023
-2.5579,-3.0657
-0.3557,-1.1812
-4.4245,-3.9904
-2.1262,-1.2897
-3.0638,-2.7641
-3.7125,-2.1586
1.2142,0.0883
3.3218,3.7431
-0.6190,1.3900
-1.1141,-3.1799
-2.8220,-2.3501
1.7548,0.3879
1.9582,1.3402
-1.1873,-0.4944
0.9825,1.3953
-2.2624,-0.1885
-2.4351,-2.3778
-1.8464,-0.2766
0.3191,-0.6443
-2.1101,-2.0442
3.4714,0.9975
-0.4593,-1.6342
-1.9459,-2.7045
3.5142,1.1689
-0.7026,-2.3061
0.8353,0.9024
3.2864,4.9194
-0.4952,1.8597
1.7725,3.7424
-1.1267,-2.3694
0.9948,-0.8663
0.3581,-0.7282
-1.1829,-1.2871
2.2108,1.5348
0.5418,1.3075
-3.2681,-2.7673
1.4404,1.8648
0.8624,1.9887
-1.8725,-1.5166
0.1054,-3.5355
3.1770,2.8039
-1.4315,-2.1735
4.2429,3.1242
1.8899,0.7970
1.7860,-0.7578
-2.5968,-0.9216
0.7273,-1.3772
-2.6497,-3.6654
-1.8574,-0.2342
-0.6014,-3.1026
-0.6456,2.1480
2.1996,1.5498
1.4167,-0.7010
-2.7647,-2.7794
-1.5865,-5.5045
-2.3568,-0.5509
-2.1163,-1.5338
-1.6967,-0.8693
-4.0153,-3.9377
2.2513,-0.4527
-2.0873,0.2858
0.9400,-0.9489
0.2051,1.9356
0.9799,0.6414
1.8642,1.9387
0.1110,0.0588
-3.6327,-1.7734
-1.8845,-3.4524
1.4499,0.8576
-1.7143,-1.9338
0.1886,1.5837
-1.4726,-1.1769
1.7160,1.4183
0.2972,0.3083
-0.1678,-2.3605
2.9642,3.6657
0.0822,-1.7871
0.3055,0.5728
-2.3050,-1.0007
0.4846,-0.5440
3.0872,1.9726
-1.3052,-0.9863
-0.7537,-1.2006
-0.7731,2.4003
-0.7678,1.6790
-4.4037,-2.0521
-1.1220,0.9825
0.2948,-0.7942
-1.5017,1.5260
-2.1940,-2.8992
2.8029,0.4472
-0.8003,-0.0219
1.3948,2.7518
0.2270,-1.5163
-1.4448,0.4211
0.4125,-2.2769
0.4662,1.4359
3.5833,3.4403
0.8466,-1.2941
-3.3113,-1.9948
1.9084,2.8340
-0.3160,5.0487
-1.1185,-0.0571
-1.4740,-0.7639
-6.4980,-5.5164
1.6228,1.5970
0.6638,2.1553
-1.9095,-2.2168
1.6232,1.3987
2.4312,2.6609
-2.3283,-0.9386
0.3011,1.6128
1.8909,0.7992
-2.0113,0.5466
0.1141,2.1937
0.1529,0.0445
-0.3162,-2.2124
-0.7726,-4.3083
-1.3476,0.0269
-3.3483,-3.0389
-2.7889,-2.4430
0.6584,-2.6421
-2.0510,-3.7924
3.2552,0.2864
0.8096,2.1592
-1.9044,-5.0013
-2.3059,0.0409
3.1361,1.1129
-2.7597,-0.6098
-2.5093,-2.6346
-1.5675,-0.8931
-5.9544,-4.2599
2.4218,4.2784
0.3657,-0.1931
1.2394,1.0742
-1.3758,-1.5437
1.6530,0.4613
-1.3366,-2.1748
-1.0140,-0.3011
-1.3242,-1.5922
3.9742,2.2890
1.0096,1.1329
-1.3999,-0.2841
-0.8602,-1.8609
-0.6709,-2.0970
2.8134,2.0594
-0.7628,-0.2237
1.7751,1.6559
-0.5225,-2.8372
-1.6675,-1.5978
-0.5652,-2.8191
3.6035,2.6217
-2.2208,-1.3305
2.1737,4.2607
0.0603,0.4608
-2.5358,-1.2581
0.9327,-0.6300
-2.4314,2.5369
-3.5668,-0.6331
1.7413,2.0249
-2.8368,-4.7695
-1.3087,-1.5267
1.5947,1.6685
-0.2711,-0.5330
2.0397,3.2523
2.4769,0.9726
1.8208,-0.3400
3.1515,0.8740
-0.1059,1.1730
1.3353,0.7562
-0.4235,-0.4853
0.3356,2.9834
1.6675,-2.4528
0.2216,0.2136
1.7925,3.1704
-1.0212,2.2178
2.5656,1.2885
-1.2761,-1.1357
4.1352,3.0386
-1.2937,-1.2215
4.6177,4.2039
-1.8551,-1.6001
-4.0144,-1.3535
3.5265,4.4044
-1.4310,-2.7787
2.2324,0.5928
-1.7298,-0.6069
-2.7190,-3.3891
-0.0102,-1.9357
3.6319,3.5666
1.5845,5.2360
1.8808,3.4125
-0.6308,-1.9979
2.9029,1.9698
-0.0196,0.4267
0.5143,0.6459
2.7677,2.7500
